REF,RESTRICTION,SITE_NAME,SUMMARY,AUTHORITY,DATE_FROM,DATE_TO,LEG_NAME,LEG_DATE,LEG_LINK,MORE_INFO,UPDATED
1910,1,"NWSFC Byelaw 12: Restrictions On Fishing For Bivalve Molluscan Shellfish","No person shall fish for bivalve molluscan shellfish except by hand, or in the case of cockles, with a craam, rake, spade or jumbo. When using a dredge, it must be of a pattern approved in writing by the Committee and use is in accordance with a written authorisation issued by the Committee.","Welsh Government",,,"Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1847,1,"NWSFC Byelaw 12: Restrictions On Fishing For Bivalve Molluscan Shellfish - Cardigan Bay Closed Area","Closed area for scallop fishing.","Welsh Government",,,"Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
2142,1,"NWSFC Byelaw 12: Restrictions On Fishing For Bivalve Molluscan Shellfish (Mussels)","No person shall fish for bivalve molluscan shellfish except by hand; or in the case of cockles, with a craam, rake, spade or jumbo; or in the case of mussels with a rake provided that the rake is no more than 1 metre in width and that it is only used from a boat when the mussel bed has at least 1 metre of water over it.","Welsh Government",,,"Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",1905-07-02,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-11-12
1912,1,"NWSFC Byelaw 14: Cockle Fishery - Seasonal Closure","No person shall fish for, remove, take or disturb any cockles (Cerastoderma edule) in any part of the District between the 1st day of May and the 31st day of August in the same year, both dates inclusive.","Welsh Government","1st May","31st August","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
2083,1,"NWSFC Byelaw 2","No artifice or device shall be used so as practically to diminish the size of the mesh of any net. For permitted attachments to towed nets see Council Regulation 3440/84.","North Western IFCA",,,"NWSFC Byelaw 2: Attachment to nets",1951-09-29,https://www.nw-ifca.gov.uk/app/uploads/NWSFC-Byelaw-2.pdf,https://www.nw-ifca.gov.uk/byelaws/,2021-08-12
1848,1,"NWSFC Byelaw 20: Restriction Of Fishing For Escallop In Cardigan Bay","No person shall fish for or take escallop (Pecten maximus) between the 1st June and the 31st December in any year.","Welsh Government","1st June","31st December","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1856,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1860,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1849,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1858,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1857,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1850,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine or beach set nets is prohibited during the period 1st April to 30th November inclusive for nets having a mesh size less than 249mm.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1855,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1854,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1853,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1859,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1851,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
1852,1,"NWSFC Byelaw 24: Fixed Engines - Prohibitions","UNCONFIRMED FIXED NETS RESTRICTION – CONTACT WELSH GOVERNMENT FOR CLARIFICATION. The placing and use of a fixed engine is prohibited during the period 1st April to 30th November inclusive.","Welsh Government","1st April","30th November","Marine and Coastal Access Act 2009 (Commencement No. 1, Consequential, Transitional and Savings Provisions) (England and Wales) Order 2010 (S.I. 2010/630 (C.42))",2010-04-01,https://www.legislation.gov.uk/uksi/2010/630/pdfs/uksi_20100630_en.pdf,https://gov.wales/sites/default/files/publications/2018-05/inshore-fishery-legislation-definitions-of-north-and-north-west-inshore-district-byelaws.pdf,2021-09-23
